paper_id,doi,title,year,venue,pdf_path,status,queued_at,processed_at,reason,source,resolved_pdf_path,n_tables,n_claims,error,article_type_classifier_version,article_type_confidence,article_type_diagnostics,article_type_family,article_type_margin,article_type_needs_review,article_type_predicted_family,article_type_runner_up,article_type_signals,preprocess_cache_path,preprocess_checked_at,preprocess_cid_density,preprocess_cid_hits,preprocess_error,preprocess_nonempty_pages,preprocess_page_count,preprocess_status,preprocess_text_chars,preprocess_warning_flags,prior_n_claims,prior_n_tables,prior_status,retry_error,retry_status
doi:10.1038/s41562-019-0718-z,10.1038/s41562-019-0718-z,Age-related preference for geometric spatial cues during real-world navigation,2020,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1038_s41562-019-0718-z.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:16:00.258260+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1038_s41562-019-0718-z.pdf,3,3,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,,,,,,,,,,,,,,,
doi:10.1038/s41598-022-20649-y,10.1038/s41598-022-20649-y,A mobile EEG study on the psychophysiological effects of walking and crowding in indoor and outdoor urban environments,2022,Scientific Reports,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1038_s41598-022-20649-y.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:16:00.258260+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1038_s41598-022-20649-y.pdf,10,150,,paper_classifier_v2,1.0,,empirical_v2,3.3,False,empirical_v2,observational_field,"section:results|empirical_method_hits:participants,methods,experiment",,,,,,,,,,,,,,,
doi:10.1068/b2725,10.1068/b2725,Exploring Isovist Fields: Space and Shape in Architectural and Urban Morphology,2001,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1068_b2725.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:16:50.880112+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1068_b2725.pdf,3,19,,paper_classifier_v2,0.4545,downgraded_to_unknown_low_confidence,unknown,0.5,True,conceptual_framework,empirical_v2,title_pattern:classification\s+of,,,,,,,,,,,0,0,completed_pdf_no_claims,,
doi:10.1068/b33050,10.1068/b33050,From Space Syntax to Space Semantics: A Behaviorally and Perceptually Oriented Methodology for the Efficient Description of the Geometry and Topology of Environments,2008,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1068_b33050.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:16:50.880112+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1068_b33050.pdf,2,135,,paper_classifier_v2,0.2182,downgraded_to_unknown_low_confidence,unknown,0.2,True,empirical_v2,observational_field,default_empirical_from_structural_core,,,,,,,,,,,133,5,completed_pdf_extracted,timeout_after_75s,error_pdf_timeout
doi:10.1068/p5292,10.1068/p5292,Optic-Flow-Based Perception of Two-Dimensional Trajectories and the Effects of a Single Landmark,2005,,data/production/pdf_repaired/doi_10.1068_p5292.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:16:50.880112+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Eater_PostQuinean_v1/data/production/pdf_repaired/doi_10.1068_p5292.pdf,5,96,,paper_classifier_v2,0.0,downgraded_to_unknown_low_confidence,unknown,0.0,True,unknown,theoretical,,data/production/pdf_preprocess_cache/doi:10.1068/p5292.json,2026-02-14T10:17:37.772176+00:00,0.04232746,4217,,25,25,ready,99628,high_cid_density|repaired:qpdf,,,,,
doi:10.1068/p5921,10.1068/p5921,Movement and the Rubber Hand Illusion,2009,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1068_p5921.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:16:50.880112+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1068_p5921.pdf,3,655,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,data/production/pdf_preprocess_cache/doi:10.1068/p5921.json,2026-02-14T18:27:56.725084+00:00,0.00000000,0,,30,30,ready,81110,,513,7,error_pdf_timeout,,
doi:10.1073/pnas.1418490112,10.1073/pnas.1418490112,"Evening use of light-emitting eReaders negatively affects sleep, circadian timing, and next-morning alertness",2015,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1073_pnas.1418490112.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:17:34.826398+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1073_pnas.1418490112.pdf,2,1,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,,,,,,,,,,,0,0,completed_pdf_no_claims,,
doi:10.1073/pnas.2112318119,10.1073/pnas.2112318119,Multiple representations of the body schema for the same body part,2022,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1073_pnas.2112318119.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:17:34.826398+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1073_pnas.2112318119.pdf,18,171,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,,,,,,,,,,,59,18,completed_pdf_extracted,timeout_after_75s,error_pdf_timeout
doi:10.1080/01944363.2018.1526644,10.1080/01944363.2018.1526644,New Directions in Cognitive-Environmental Research: Applications to Urban Planning and Design,2018,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_01944363.2018.1526644.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:17:34.826398+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_01944363.2018.1526644.pdf,1,1,,paper_classifier_v2,0.4545,downgraded_to_unknown_low_confidence,unknown,0.5,True,narrative_review,empirical_v2,title_pattern:(?<!systematic\s)review(?!\s+of\s+the\s+literature),,,,,,,,,,,0,0,completed_pdf_no_claims,,
doi:10.1080/13602365.2024.2331505,10.1080/13602365.2024.2331505,Impact of biophilic design parameters on university students’ place attachment and quality of campus life,2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_13602365.2024.2331505.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:17:34.826398+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_13602365.2024.2331505.pdf,8,232,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,,,,,,,,,,,217,4,completed_pdf_extracted,timeout_after_75s,error_pdf_timeout
doi:10.1080/17508975.2020.1732859,10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",2020,Intelligent Buildings International,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_17508975.2020.1732859.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:18:58.425187+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_17508975.2020.1732859.pdf,17,212,,paper_classifier_v2,0.4545,downgraded_to_unknown_low_confidence,unknown,0.5,True,case_study,empirical_v2,title_pattern:case\s+study,,,,,,,,,,,,,,,
doi:10.1080/23744731.2022.2049639,10.1080/23744731.2022.2049639,Physiological and psychological responses and cognitive performance with a window view,2022,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_23744731.2022.2049639.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:18:58.425187+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_23744731.2022.2049639.pdf,2,86,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,,,,,,,,,,,86,2,completed_pdf_extracted,,
doi:10.1093/cercor/bhr310,10.1093/cercor/bhr310,Attention Reverses the Effect of Prediction in Silencing Sensory Signals,2012,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1093_cercor_bhr310.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:18:58.425187+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1093_cercor_bhr310.pdf,4,133,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,,,,,,,,,,,120,0,completed_pdf_extracted,timeout_after_75s,error_pdf_timeout
doi:10.1098/rsos.240762,10.1098/rsos.240762,Ecological brain: reframing the study of human behaviour and cognition,2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1098_rsos.240762.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:18:58.425187+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1098_rsos.240762.pdf,87,525,,paper_classifier_v2,0.7273,,narrative_review,2.0,False,narrative_review,empirical_v2,title_pattern:(?<!systematic\s)review(?!\s+of\s+the\s+literature),,,,,,,,,,,,,,,
doi:10.1108/17465729200400010,10.1108/17465729200400010,The impact on mental well‐being of the urban and physical environment: an assessment of the evidence,2004,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1108_17465729200400010.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:20:53.342919+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1108_17465729200400010.pdf,2,12,,paper_classifier_v2,0.7273,theory_mentions_deweighted_due_to_empirical_core,narrative_review,0.8,False,narrative_review,theoretical,title_pattern:(?<!systematic\s)review(?!\s+of\s+the\s+literature)|review_hits:literature review,,,,,,,,,,,,,,,
doi:10.1111/cogs.12518,10.1111/cogs.12518,"Recombinant Enaction: Manipulatives Generate New Procedures in the Imagination, by Extending and Recombining Action Spaces",2018,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1111_cogs.12518.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:20:53.342919+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1111_cogs.12518.pdf,184,1146,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,data/production/pdf_preprocess_cache/doi:10.1111/cogs.12518.json,2026-02-14T18:27:56.725084+00:00,0.00000000,0,,30,30,ready,108446,,849,184,error_pdf_timeout,,
doi:10.1111/j.1559-1816.1971.tb00350.x,10.1111/j.1559-1816.1971.tb00350.x,The Effect of Crowding on Human Task Performance<sup>1</sup>,1971,Journal of Applied Social Psychology,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1111_j.1559-1816.1971.tb00350.x.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:20:53.342919+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1111_j.1559-1816.1971.tb00350.x.pdf,4,34,,paper_classifier_v2,0.2182,downgraded_to_unknown_low_confidence,unknown,0.2,True,empirical_v2,observational_field,default_empirical_from_structural_core,,,,,,,,,,,0,0,completed_pdf_no_claims,,
doi:10.1111/j.1939-1668.2004.tb00398.x,10.1111/j.1939-1668.2004.tb00398.x,A Cross–Cultural Comparison of Preference for Visual Attributes in Interior Environments: America and China,2004,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1111_j.1939-1668.2004.tb00398.x.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:20:53.342919+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1111_j.1939-1668.2004.tb00398.x.pdf,6,42,,paper_classifier_v2,0.4727,theory_mentions_deweighted_due_to_empirical_core|downgraded_to_unknown_low_confidence,unknown,1.1,True,empirical_v2,theoretical,section:results,,,,,,,,,,,0,0,completed_pdf_no_claims,,
doi:10.1111/psyp.14121,10.1111/psyp.14121,"Built environment color modulates autonomic and <span style=""font-variant:small-caps;"">EEG</span> indices of emotional response",2022,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1111_psyp.14121.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:21:22.666162+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1111_psyp.14121.pdf,9,10,,paper_classifier_v2,0.8364,,empirical_v2,1.9,False,empirical_v2,observational_field,section:results|empirical_quant_combo:beta,,,,,,,,,,,,,,,
doi:10.1121/1.1490363,10.1121/1.1490363,"Rating, ranking, and understanding acoustical quality in university classrooms",2002,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1121_1.1490363.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:21:22.666162+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1121_1.1490363.pdf,7,37,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,,,,,,,,,,,0,0,completed_pdf_no_claims,,
doi:10.1121/1.1918154,10.1121/1.1918154,Speech Privacy in Buildings,1962,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1121_1.1918154.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:21:22.666162+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1121_1.1918154.pdf,15,63,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,,,,,,,,,,,63,15,completed_pdf_extracted,,
doi:10.1121/1.2839283,10.1121/1.2839283,Evaluation of acoustical conditions for speech communication in working elementary school classrooms,2008,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1121_1.2839283.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:21:22.666162+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1121_1.2839283.pdf,5,6,,paper_classifier_v2,0.2182,downgraded_to_unknown_low_confidence,unknown,0.2,True,empirical_v2,observational_field,default_empirical_from_structural_core,,,,,,,,,,,,,,,
doi:10.1145/3676488,10.1145/3676488,An Examination of Ultrasound Mid-air Haptics for Enhanced Material and Temperature Perception in Virtual Environments,2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1145_3676488.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:22:08.332431+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1145_3676488.pdf,6,155,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,,,,,,,,,,,155,15,completed_pdf_extracted,timeout_after_75s,error_pdf_timeout
doi:10.1146/annurev-neuro-072116-031215,10.1146/annurev-neuro-072116-031215,How Movement Modulates Hearing,2018,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1146_annurev-neuro-072116-031215.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:22:08.332431+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1146_annurev-neuro-072116-031215.pdf,18,74,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,data/production/pdf_preprocess_cache/doi:10.1146/annurev-neuro-072116-031215.json,2026-02-14T10:17:37.772176+00:00,0.00071351,56,,16,16,ready,78485,,74,18,completed_pdf_extracted,,
doi:10.1146/annurev.psych.47.1.273,10.1146/annurev.psych.47.1.273,EXPERT AND EXCEPTIONAL PERFORMANCE: Evidence of Maximal Adaptation to Task Constraints,1996,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1146_annurev.psych.47.1.273.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:22:08.332431+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1146_annurev.psych.47.1.273.pdf,9,13,,paper_classifier_v2,0.0,downgraded_to_unknown_low_confidence,unknown,0.0,True,unknown,theoretical,,data/production/pdf_preprocess_cache/doi:10.1146/annurev.psych.47.1.273.json,2026-02-14T10:17:37.772176+00:00,0.00000000,0,,11,11,ready,46074,,,,,,
doi:10.1162/105474603322761289,10.1162/105474603322761289,"The Effect of the Agency and Anthropomorphism on Users' Sense of Telepresence, Copresence, and Social Presence in Virtual Environments",2003,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1162_105474603322761289.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:22:08.332431+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1162_105474603322761289.pdf,5,620,,paper_classifier_v2,1.0,,empirical_v2,3.3,False,empirical_v2,observational_field,"section:results|empirical_method_hits:participants,experiment",,,,,,,,,,,,,,,
doi:10.1167/10.9.6,10.1167/10.9.6,Highlight–shading relationship as a cue for the perception of translucent and transparent materials,2010,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1167_10.9.6.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:22:51.479916+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1167_10.9.6.pdf,5,59,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,,,,,,,,,,,,,,,
doi:10.1177/0013916502238868,10.1177/0013916502238868,Just Down The Road A Piece: The Development of Topological Knowledge of Building Layouts,2003,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_0013916502238868.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:22:51.479916+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_0013916502238868.pdf,8,48,,paper_classifier_v2,0.2182,downgraded_to_unknown_low_confidence,unknown,0.2,True,empirical_v2,observational_field,default_empirical_from_structural_core,,,,,,,,,,,0,0,completed_pdf_no_claims,,
doi:10.1177/03010066211020598,10.1177/03010066211020598,"Factors Affecting Auditory Estimates of Virtual Room Size: Effects of Stimulus, Level, and Reverberation",2021,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_03010066211020598.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:22:51.479916+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_03010066211020598.pdf,7,228,,paper_classifier_v2,1.0,,empirical_v2,3.7,False,empirical_v2,observational_field,"section:results|empirical_method_hits:participants,experiment|empirical_quant_combo:p <",data/production/pdf_preprocess_cache/doi:10.1177/03010066211020598.json,2026-02-14T10:17:37.772176+00:00,0.00000000,0,,25,25,ready,43558,,,,,,
doi:10.1177/1477153509104765,10.1177/1477153509104765,A rules of thumb-based design sequence for diffuse daylight,2010,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1477153509104765.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:22:51.479916+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1477153509104765.pdf,10,90,,paper_classifier_v2,0.2182,downgraded_to_unknown_low_confidence,unknown,0.2,True,empirical_v2,observational_field,default_empirical_from_structural_core,,,,,,,,,,,0,0,completed_pdf_no_claims,,
doi:10.1177/1477153517750714,10.1177/1477153517750714,Perceived well-being and light-reactive hormones: An exploratory study,2019,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1477153517750714.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:23:48.242826+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1477153517750714.pdf,25,119,,paper_classifier_v2,0.2182,downgraded_to_unknown_low_confidence,unknown,0.2,True,empirical_v2,observational_field,default_empirical_from_structural_core,data/production/pdf_preprocess_cache/doi:10.1177/1477153517750714.json,2026-02-14T18:27:56.725084+00:00,0.00024909,16,,22,22,ready,64235,,0,0,error_pdf_timeout,,
doi:10.1177/1754073911410744,10.1177/1754073911410744,"Emotional Behaviors, Emotivational Goals, Emotion Strategies: Multiple Levels of Organization Integrate Variable and Consistent Responses",2011,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1754073911410744.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:23:48.242826+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1754073911410744.pdf,7,119,,paper_classifier_v2,0.7455,,thought_piece,1.8,False,thought_piece,narrative_review,title_pattern:perspective,,,,,,,,,,,,,,,
doi:10.1177/2158244012445585,10.1177/2158244012445585,Illuminating the Effects of Dynamic Lighting on Student Learning,2012,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_2158244012445585.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:23:48.242826+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_2158244012445585.pdf,1,6,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,,,,,,,,,,,,,,,
doi:10.1371/journal.pone.0123783,10.1371/journal.pone.0123783,F-Formation Detection: Individuating Free-Standing Conversational Groups in Images,2015,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1371_journal.pone.0123783.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:23:48.242826+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1371_journal.pone.0123783.pdf,20,368,,paper_classifier_v2,0.9091,theory_mentions_deweighted_due_to_empirical_core,conceptual_framework,1.5,False,conceptual_framework,narrative_review,title_pattern:taxonom(y|ic),data/production/pdf_preprocess_cache/doi:10.1371/journal.pone.0123783.json,2026-02-14T10:17:37.772176+00:00,0.00000000,0,,25,25,ready,61404,,,,,,
doi:10.1371/journal.pone.0243259,10.1371/journal.pone.0243259,"Abrupt light transitions in illuminance and correlated colour temperature result in different temporal dynamics and interindividual variability for sensation, comfort and alertness",2021,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1371_journal.pone.0243259.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:24:26.645667+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1371_journal.pone.0243259.pdf,3,119,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,,,,,,,,,,,119,3,completed_pdf_extracted,timeout_after_75s,error_pdf_timeout
doi:10.1371/journal.pone.0265412,10.1371/journal.pone.0265412,Aesthetic judgment of architecture for Chinese observers,2022,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1371_journal.pone.0265412.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:24:26.645667+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1371_journal.pone.0265412.pdf,4,60,,paper_classifier_v2,0.5455,downgraded_to_unknown_low_confidence,unknown,1.5,True,empirical_v2,observational_field,section:results,data/production/pdf_preprocess_cache/doi:10.1371/journal.pone.0265412.json,2026-02-14T10:17:37.772176+00:00,0.00000000,0,,8,8,ready,19999,,,,,,
doi:10.1371/journal.pone.0307934,10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,2024,PLoS ONE,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1371_journal.pone.0307934.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:24:26.645667+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1371_journal.pone.0307934.pdf,3,116,,paper_classifier_v2,0.2182,downgraded_to_unknown_low_confidence,unknown,0.2,True,empirical_v2,observational_field,default_empirical_from_structural_core,,,,,,,,,,,134,3,completed_pdf_extracted,timeout_after_75s,error_pdf_timeout
doi:10.14288/1.0071305,10.14288/1.0071305,Wood in the human environment : restorative properties of wood in the built indoor environment,2010,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.14288_1.0071305.pdf,completed_pdf_extracted,2026-02-16T18:00:14.639045+00:00,2026-02-16T18:24:26.645667+00:00,table_remake_required,run_realtime_table_rule_intake,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.14288_1.0071305.pdf,38,451,,paper_classifier_v2,0.0,downgraded_to_unknown_low_confidence,unknown,0.0,True,unknown,theoretical,,,,,,,,,,,,,,,,
